region,brand,collection,price,cost,quantity_sold,sales_revenue,total_cost,gross_profit,year_quarter,year
West,Jeffrey Alexander,Rae,21.05,12.71,908,19113.4,11540.68,7572.72,2018-Q1,2018
Northeast,Jeffrey Alexander,Tuscany,12.27,7.63,98,1202.46,747.74,454.72,2018-Q1,2018
Central,Elements,Stanton,18.29,11.95,554,10132.66,6620.3,3512.36,2018-Q1,2018
West,Jeffrey Alexander,Lyon,8.29,4.96,614,5090.06,3045.44,2044.62,2018-Q1,2018
Midwest,Elements,Zachary,8.32,5.23,1097,9127.04,5737.31,3389.73,2018-Q1,2018
Northwest,Elements,Verona,8.65,5.4,345,2984.25,1863,1121.25,2018-Q1,2018
International,Jeffrey Alexander,Rae,57.99,35.44,744,43144.56,26367.36,16777.2,2018-Q1,2018
East coast,Jeffrey Alexander,Milan,9.83,5.63,391,3843.53,2201.33,1642.2,2018-Q1,2018
East coast,Jeffrey Alexander,Sutton,8.41,5.17,725,6097.25,3748.25,2349,2018-Q1,2018
Northwest,Jeffrey Alexander,Katharine,9.89,6.18,617,6102.13,3813.06,2289.07,2018-Q1,2018
West,Jeffrey Alexander,Anwick,31.11,20.12,728,22648.08,14647.36,8000.72,2018-Q1,2018
East coast,Jeffrey Alexander,Marlo,136.25,80.93,231,31473.75,18694.83,12778.92,2018-Q1,2018
South,Elements,Madison,3.45,2.23,225,776.25,501.75,274.5,2018-Q1,2018
West,Jeffrey Alexander,Glenmore,126,80.18,647,81522,51876.46,29645.54,2018-Q1,2018
Midwest,Jeffrey Alexander,Glenmore,10.6,6.61,728,7716.8,4812.08,2904.72,2018-Q1,2018
South,Jeffrey Alexander,Annadale,9.68,6.06,637,6166.16,3860.22,2305.94,2018-Q1,2018
Northwest,Elements,Glendale,4.65,3.25,808,3757.2,2626,1131.2,2018-Q1,2018
Midwest,Elements,Belfast,8.45,5.91,1039,8779.55,6140.49,2639.06,2018-Q1,2018
East coast,Jeffrey Alexander,Callie,13.2,7.44,338,4461.6,2514.72,1946.88,2018-Q1,2018
Central,Jeffrey Alexander,Key West,5.39,3.1,122,657.58,378.2,279.38,2018-Q1,2018
West,Jeffrey Alexander,Duval,24.4,14.88,710,17324,10564.8,6759.2,2018-Q1,2018
East coast,Jeffrey Alexander,Callie,15.79,9.58,298,4705.42,2854.84,1850.58,2018-Q1,2018
Northwest,Jeffrey Alexander,Lexa,15.85,9.42,434,6878.9,4088.28,2790.62,2018-Q1,2018
East coast,Elements,Aiden,0.7237,2.01,922,667.2514,1853.22,-1185.9686,2018-Q1,2018
Midwest,Elements,Florence,6.83,4.55,927,6331.41,4217.85,2113.56,2018-Q1,2018
Northeast,Jeffrey Alexander,Lafayette,19.63,11.49,257,5044.91,2952.93,2091.98,2018-Q1,2018
Central,Elements,Naples,15.25,9.57,675,10293.75,6459.75,3834,2018-Q1,2018
South,Jeffrey Alexander,Bremen,126,78.73,657,82782,51725.61,31056.39,2018-Q1,2018
Central,Elements,Belfast,6.75,4.38,184,1242,805.92,436.08,2018-Q1,2018
Midwest,Jeffrey Alexander,Sutton,34.65,19.46,1382,47886.3,26893.72,20992.58,2018-Q1,2018
Midwest,Jeffrey Alexander,Maybeck,26.62,16.06,1400,37268,22484,14784,2018-Q1,2018
West,Jeffrey Alexander,Sonoma,10.6,6.51,161,1706.6,1048.11,658.49,2018-Q1,2018
West,Jeffrey Alexander,Alvar,9.35,5.23,571,5338.85,2986.33,2352.52,2018-Q1,2018
Central,Jeffrey Alexander,Tahoe,17.95,10.91,641,11505.95,6993.31,4512.64,2018-Q1,2018
Northeast,Jeffrey Alexander,Bordeaux,7.96,4.97,582,4632.72,2892.54,1740.18,2018-Q1,2018
South,Jeffrey Alexander,Ella,21.35,12.08,83,1772.05,1002.64,769.41,2018-Q1,2018
East coast,Elements,Drake,5.09,3.35,638,3247.42,2137.3,1110.12,2018-Q1,2018
Central,Jeffrey Alexander,Katharine,8.93,5.07,446,3982.78,2261.22,1721.56,2018-Q1,2018
Northwest,Jeffrey Alexander,Chesapeake,10.6,6.11,105,1113,641.55,471.45,2018-Q1,2018
Central,Elements,Hammond,3.73,2.43,690,2573.7,1676.7,897,2018-Q1,2018
Central,Elements,Capri,11.43,6.86,610,6972.3,4184.6,2787.7,2018-Q1,2018
Central,Elements,Naples,16.99,10.65,251,4264.49,2673.15,1591.34,2018-Q1,2018
West,Jeffrey Alexander,Anwick,53.75,33.82,808,43430,27326.56,16103.44,2018-Q1,2018
Northeast,Jeffrey Alexander,Zurich,14.89,9.49,622,9261.58,5902.78,3358.8,2018-Q1,2018
East coast,Jeffrey Alexander,Maybeck,7.75,4.97,622,4820.5,3091.34,1729.16,2018-Q1,2018
Northwest,Elements,Kenner,3.73,2.36,526,1961.98,1241.36,720.62,2018-Q1,2018
East coast,Elements,Merryville,4.15,2.69,43,178.45,115.67,62.78,2018-Q1,2018
Central,Elements,Kingsport,3.29,2.27,99,325.71,224.73,100.98,2018-Q1,2018
East coast,Jeffrey Alexander,Cordova,15.79,9.12,902,14242.58,8226.24,6016.34,2018-Q1,2018
Northwest,Jeffrey Alexander,Zane,22.65,13.4,423,9580.95,5668.2,3912.75,2018-Q1,2018
South,Jeffrey Alexander,Kensington,13.53,7.77,426,5763.78,3310.02,2453.76,2018-Q1,2018
Northwest,Elements,Lindos,4.15,2.58,950,3942.5,2451,1491.5,2018-Q1,2018
West,Jeffrey Alexander,Marlo,136.25,81.28,382,52047.5,31048.96,20998.54,2018-Q1,2018
Central,Elements,Naples,8.99,6.29,332,2984.68,2088.28,896.4,2018-Q1,2018
West,Jeffrey Alexander,Maybeck,19.86,11.49,402,7983.72,4618.98,3364.74,2018-Q1,2018
Central,Elements,Drake,4.79,3.21,542,2596.18,1739.82,856.36,2018-Q1,2018
South,Jeffrey Alexander,Anwick,8.89,5.71,130,1155.7,742.3,413.4,2018-Q1,2018
Central,Elements,Verona,6.75,4.65,423,2855.25,1966.95,888.3,2018-Q1,2018
East coast,Jeffrey Alexander,Backplates,8.79,5.07,303,2663.37,1536.21,1127.16,2018-Q1,2018
South,Jeffrey Alexander,Backplates,8.79,5.62,281,2469.99,1579.22,890.77,2018-Q1,2018
East coast,Jeffrey Alexander,Durham,15.99,9.46,248,3965.52,2346.08,1619.44,2018-Q1,2018
Midwest,Elements,Asher,9.98,6.15,824,8223.52,5067.6,3155.92,2018-Q1,2018
Northwest,Jeffrey Alexander,Duval,21.99,12.73,514,11302.86,6543.22,4759.64,2018-Q1,2018
Northwest,Elements,Arcadia,5.05,3.09,337,1701.85,1041.33,660.52,2018-Q1,2018
Northeast,Jeffrey Alexander,Marlo,24.5,14.59,426,10437,6215.34,4221.66,2018-Q1,2018
Central,Elements,Arcadia,5.05,3.5,71,358.55,248.5,110.05,2018-Q1,2018
Central,Elements,Capri,4.91,3.34,13,63.83,43.42,20.41,2018-Q1,2018
West,Elements,Westbury,4.65,3.08,817,3799.05,2516.36,1282.69,2018-Q1,2018
Northeast,Jeffrey Alexander,Annadale,17.89,10.55,651,11646.39,6868.05,4778.34,2018-Q1,2018
Midwest,Jeffrey Alexander,Belcastel,7.13,4.58,497,3543.61,2276.26,1267.35,2018-Q1,2018
Northwest,Elements,Arcadia,5.05,3.09,651,3287.55,2011.59,1275.96,2018-Q1,2018
International,Elements,Gatsby,3.23,2,942,3042.66,1884,1158.66,2018-Q1,2018
Central,Elements,Florence,5.21,3.28,754,3928.34,2473.12,1455.22,2018-Q1,2018
South,Elements,Calloway,6.95,4.17,119,827.05,496.23,330.82,2018-Q1,2018
West,Jeffrey Alexander,Harlow,16.05,9.44,658,10560.9,6211.52,4349.38,2018-Q1,2018
Northeast,Jeffrey Alexander,Hayworth,18.68,12.04,924,17260.32,11124.96,6135.36,2018-Q1,2018
West,Elements,Naples,9.95,6.19,287,2855.65,1776.53,1079.12,2018-Q1,2018
Central,Elements,Brenton,10.35,7.05,458,4740.3,3228.9,1511.4,2018-Q1,2018
Northeast,Jeffrey Alexander,Harlow,12.89,7.86,92,1185.88,723.12,462.76,2018-Q1,2018
South,Elements,Florence,6.83,4.73,43,293.69,203.39,90.3,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,15.99,8.88,401,6411.99,3560.88,2851.11,2018-Q1,2018
Midwest,Jeffrey Alexander,Lenoir,5.25,3.06,190,997.5,581.4,416.1,2018-Q1,2018
Central,Jeffrey Alexander,Milan,15.99,9.39,757,12104.43,7108.23,4996.2,2018-Q1,2018
Central,Jeffrey Alexander,Zurich,13.03,8.34,892,11622.76,7439.28,4183.48,2018-Q1,2018
West,Elements,Calloway,6.55,4.03,987,6464.85,3977.61,2487.24,2018-Q1,2018
East coast,Elements,Somerset,5.35,3.7,608,3252.8,2249.6,1003.2,2018-Q1,2018
Midwest,Jeffrey Alexander,Belcastel,7.13,4.18,1665,11871.45,6959.7,4911.75,2018-Q1,2018
Central,Elements,Stanton,18.29,11.51,852,15583.08,9806.52,5776.56,2018-Q1,2018
Midwest,Jeffrey Alexander,Harlow,23.39,14.09,1533,35856.87,21599.97,14256.9,2018-Q1,2018
East coast,Jeffrey Alexander,Maybeck,29.63,16.41,654,19378.02,10732.14,8645.88,2018-Q1,2018
Northwest,Elements,Strickland,6.11,3.82,836,5107.96,3193.52,1914.44,2018-Q1,2018
Central,Elements,Naples,9.19,6.17,755,6938.45,4658.35,2280.1,2018-Q1,2018
Central,Elements,Aiden,1.8459,5.41,305,562.9995,1650.05,-1087.0505,2018-Q1,2018
East coast,Jeffrey Alexander,Bella,17.68,9.95,375,6630,3731.25,2898.75,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,10.71,6.19,602,6447.42,3726.38,2721.04,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,8.93,5.44,283,2527.19,1539.52,987.67,2018-Q1,2018
Central,Elements,Stanton,6.1,4.08,157,957.7,640.56,317.14,2018-Q1,2018
Northwest,Jeffrey Alexander,Evangeline,9.39,6.07,744,6986.16,4516.08,2470.08,2018-Q1,2018
West,Elements,Drake,5.09,3.13,704,3583.36,2203.52,1379.84,2018-Q1,2018
Central,Elements,Drake,5.09,3.14,31,157.79,97.34,60.45,2018-Q1,2018
East coast,Jeffrey Alexander,Milan,13.39,7.64,809,10832.51,6180.76,4651.75,2018-Q1,2018
Northeast,Elements,Verona,5.25,3.48,995,5223.75,3462.6,1761.15,2018-Q1,2018
Central,Jeffrey Alexander,Chesapeake,8.45,4.91,326,2754.7,1600.66,1154.04,2018-Q1,2018
Central,Elements,Verona,9.35,5.68,214,2000.9,1215.52,785.38,2018-Q1,2018
Northwest,Elements,Strickland,8.05,4.83,132,1062.6,637.56,425.04,2018-Q1,2018
Northeast,Jeffrey Alexander,Zane,14.79,8.72,341,5043.39,2973.52,2069.87,2018-Q1,2018
West,Elements,Verona,6.75,4.51,323,2180.25,1456.73,723.52,2018-Q1,2018
Central,Elements,Naples,21.61,14.13,341,7369.01,4818.33,2550.68,2018-Q1,2018
Northwest,Elements,Torino,2.67,1.74,803,2144.01,1397.22,746.79,2018-Q1,2018
West,Jeffrey Alexander,Hayworth,57.99,37.55,711,41230.89,26698.05,14532.84,2018-Q1,2018
Northwest,Jeffrey Alexander,Prestige,14.14,8.21,349,4934.86,2865.29,2069.57,2018-Q1,2018
South,Elements,Stanton,13.35,8.69,220,2937,1911.8,1025.2,2018-Q1,2018
International,Jeffrey Alexander,Durham,6.58,4.08,314,2066.12,1281.12,785,2018-Q1,2018
Central,Elements,Strickland,6.89,4.28,287,1977.43,1228.36,749.07,2018-Q1,2018
Northwest,Elements,Glendale,4.65,3.15,216,1004.4,680.4,324,2018-Q1,2018
West,Jeffrey Alexander,Leyton,12.38,7.12,648,8022.24,4613.76,3408.48,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,12.45,8.05,721,8976.45,5804.05,3172.4,2018-Q1,2018
Northwest,Elements,Syracuse,3.53,2.21,260,917.8,574.6,343.2,2018-Q1,2018
International,Jeffrey Alexander,Bordeaux,6.58,3.64,723,4757.34,2631.72,2125.62,2018-Q1,2018
East coast,Jeffrey Alexander,Hayworth,24.4,15.68,154,3757.6,2414.72,1342.88,2018-Q1,2018
South,Jeffrey Alexander,Rhodes,5.68,3.44,387,2198.16,1331.28,866.88,2018-Q1,2018
Midwest,Jeffrey Alexander,Alvar,7.17,3.95,1218,8733.06,4811.1,3921.96,2018-Q1,2018
Midwest,Jeffrey Alexander,Glenmore,126,76.47,1779,224154,136040.13,88113.87,2018-Q1,2018
Central,Elements,Drake,4.79,2.9,947,4536.13,2746.3,1789.83,2018-Q1,2018
East coast,Jeffrey Alexander,Encada,11.83,6.7,241,2851.03,1614.7,1236.33,2018-Q1,2018
Midwest,Jeffrey Alexander,Backplates,8.79,5.54,36,316.44,199.44,117,2018-Q1,2018
Northeast,Elements,Geneva,4.55,2.89,258,1173.9,745.62,428.28,2018-Q1,2018
Northeast,Elements,Aiden,1.1779,3.4,21,24.7359,71.4,-46.6641,2018-Q1,2018
South,Jeffrey Alexander,Tahoe,13.83,7.86,768,10621.44,6036.48,4584.96,2018-Q1,2018
Central,Elements,Tempo,2.43,1.64,612,1487.16,1003.68,483.48,2018-Q1,2018
Central,Elements,Lindos,4.87,3.16,601,2926.87,1899.16,1027.71,2018-Q1,2018
Northeast,Elements,Lindos,3.83,2.67,212,811.96,566.04,245.92,2018-Q1,2018
Central,Elements,Edgefield,9.35,5.66,362,3384.7,2048.92,1335.78,2018-Q1,2018
South,Elements,Calloway,6.95,4.42,521,3620.95,2302.82,1318.13,2018-Q1,2018
East coast,Jeffrey Alexander,Royce,10.35,6.67,165,1707.75,1100.55,607.2,2018-Q1,2018
Northwest,Jeffrey Alexander,Zane,12.75,7.85,86,1096.5,675.1,421.4,2018-Q1,2018
West,Elements,Cypress,3.19,1.96,655,2089.45,1283.8,805.65,2018-Q1,2018
Central,Elements,Belfast,8.1,5.07,898,7273.8,4552.86,2720.94,2018-Q1,2018
Central,Elements,Somerset,5.35,3.7,196,1048.6,725.2,323.4,2018-Q1,2018
Northwest,Jeffrey Alexander,Rae,57.99,35.44,959,55612.41,33986.96,21625.45,2018-Q1,2018
West,Jeffrey Alexander,Callie,15.79,8.87,799,12616.21,7087.13,5529.08,2018-Q1,2018
Central,Elements,Edgefield,9.35,6.16,751,7021.85,4626.16,2395.69,2018-Q1,2018
Northeast,Jeffrey Alexander,Durham,126,70.98,539,67914,38258.22,29655.78,2018-Q1,2018
Northwest,Jeffrey Alexander,Hayworth,57.99,36.1,81,4697.19,2924.1,1773.09,2018-Q1,2018
Central,Elements,Capri,3.89,2.35,432,1680.48,1015.2,665.28,2018-Q1,2018
Midwest,Jeffrey Alexander,Regan,7.25,4.71,973,7054.25,4582.83,2471.42,2018-Q1,2018
Northwest,Jeffrey Alexander,Delmar,10.05,6.25,921,9256.05,5756.25,3499.8,2018-Q1,2018
West,Elements,Gatsby,2.15,1.3,770,1655.5,1001,654.5,2018-Q1,2018
Midwest,Elements,Park,6.35,3.88,1771,11245.85,6871.48,4374.37,2018-Q1,2018
South,Jeffrey Alexander,Tiffany,25.55,14.62,674,17220.7,9853.88,7366.82,2018-Q1,2018
Midwest,Jeffrey Alexander,Bremen,5.33,3.03,616,3283.28,1866.48,1416.8,2018-Q1,2018
East coast,Elements,Stanton,7.35,4.72,144,1058.4,679.68,378.72,2018-Q1,2018
East coast,Elements,Glendale,4.65,3.25,620,2883,2015,868,2018-Q1,2018
Central,Elements,Strickland,6.89,4.21,24,165.36,101.04,64.32,2018-Q1,2018
Central,Elements,Brenton,6.2,4.09,555,3441,2269.95,1171.05,2018-Q1,2018
Central,Elements,Asher,6.35,4.24,730,4635.5,3095.2,1540.3,2018-Q1,2018
South,Jeffrey Alexander,Regency,11.39,7.04,128,1457.92,901.12,556.8,2018-Q1,2018
West,Jeffrey Alexander,Tiffany,10.71,6.4,228,2441.88,1459.2,982.68,2018-Q1,2018
South,Jeffrey Alexander,Symphony,11.24,6.48,565,6350.6,3661.2,2689.4,2018-Q1,2018
South,Jeffrey Alexander,Harlow,12.89,7.15,352,4537.28,2516.8,2020.48,2018-Q1,2018
East coast,Jeffrey Alexander,Breighton,23.29,13.98,40,931.6,559.2,372.4,2018-Q1,2018
Central,Elements,Torino,2.75,1.85,408,1122,754.8,367.2,2018-Q1,2018
Central,Elements,Asher,6.95,4.48,961,6678.95,4305.28,2373.67,2018-Q1,2018
Central,Elements,Florence,5.21,3.28,681,3548.01,2233.68,1314.33,2018-Q1,2018
Central,Elements,Stanton,8.56,5.56,319,2730.64,1773.64,957,2018-Q1,2018
South,Jeffrey Alexander,Katharine,13.68,8.51,144,1969.92,1225.44,744.48,2018-Q1,2018
East coast,Elements,Tempo,1.75,1.09,899,1573.25,979.91,593.34,2018-Q1,2018
West,Jeffrey Alexander,Zane,12.75,7.85,252,3213,1978.2,1234.8,2018-Q1,2018
South,Elements,Cypress,3.19,2.14,290,925.1,620.6,304.5,2018-Q1,2018
Central,Elements,Florence,6.83,4.73,49,334.67,231.77,102.9,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,7.13,4.47,151,1076.63,674.97,401.66,2018-Q1,2018
Central,Elements,Palisade,1.43,0.88,128,183.04,112.64,70.4,2018-Q1,2018
East coast,Jeffrey Alexander,Encada,12.78,8.1,535,6837.3,4333.5,2503.8,2018-Q1,2018
Northwest,Jeffrey Alexander,Delgado,167.5,100.16,702,117585,70312.32,47272.68,2018-Q1,2018
East coast,Jeffrey Alexander,Sutton,10.25,6.48,812,8323,5261.76,3061.24,2018-Q1,2018
West,Elements,Florence,6.83,4.29,953,6508.99,4088.37,2420.62,2018-Q1,2018
East coast,Jeffrey Alexander,Sonoma,88.99,51.54,267,23760.33,13761.18,9999.15,2018-Q1,2018
Central,Elements,Seaver,5.98,3.61,671,4012.58,2422.31,1590.27,2018-Q1,2018
Central,Elements,Brenton,10.35,7.05,518,5361.3,3651.9,1709.4,2018-Q1,2018
Central,Jeffrey Alexander,Bremen,126,73.13,865,108990,63257.45,45732.55,2018-Q1,2018
Northwest,Jeffrey Alexander,Marlo,57.99,32.02,608,35257.92,19468.16,15789.76,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,8.93,5.03,523,4670.39,2630.69,2039.7,2018-Q1,2018
Northeast,Jeffrey Alexander,Escutcheons,1.78,1.08,887,1578.86,957.96,620.9,2018-Q1,2018
International,Elements,Torino,2.52,1.6,666,1678.32,1065.6,612.72,2018-Q1,2018
Central,Elements,Madison,126,80.3,675,85050,54202.5,30847.5,2018-Q1,2018
Midwest,Jeffrey Alexander,Tiffany,18.1,10.96,1057,19131.7,11584.72,7546.98,2018-Q1,2018
East coast,Jeffrey Alexander,Lille,12.05,7.63,310,3735.5,2365.3,1370.2,2018-Q1,2018
Central,Jeffrey Alexander,Rae,17.45,10.86,902,15739.9,9795.72,5944.18,2018-Q1,2018
Northeast,Elements,Naples,3.63,2.28,382,1386.66,870.96,515.7,2018-Q1,2018
Central,Elements,Watervale,3.73,2.29,405,1510.65,927.45,583.2,2018-Q1,2018
Northeast,Jeffrey Alexander,Bremen,7.13,4.53,156,1112.28,706.68,405.6,2018-Q1,2018
South,Jeffrey Alexander,Anwick,19.25,12.47,419,8065.75,5224.93,2840.82,2018-Q1,2018
South,Jeffrey Alexander,Ella,21.35,12.12,688,14688.8,8338.56,6350.24,2018-Q1,2018
Midwest,Jeffrey Alexander,Alvar,8.05,4.65,525,4226.25,2441.25,1785,2018-Q1,2018
Central,Elements,Glendale,4.65,3.04,478,2222.7,1453.12,769.58,2018-Q1,2018
Midwest,Elements,Brenton,4.15,2.52,720,2988,1814.4,1173.6,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,160,103.8,309,49440,32074.2,17365.8,2018-Q1,2018
East coast,Jeffrey Alexander,Cairo,7.35,4.22,716,5262.6,3021.52,2241.08,2018-Q1,2018
Northwest,Jeffrey Alexander,Regency,7.13,4.32,863,6153.19,3728.16,2425.03,2018-Q1,2018
Central,Elements,Calloway,6.55,4.03,261,1709.55,1051.83,657.72,2018-Q1,2018
West,Elements,Park,6.35,4.08,379,2406.65,1546.32,860.33,2018-Q1,2018
Midwest,Elements,Luxe,5.09,3.12,164,834.76,511.68,323.08,2018-Q1,2018
East coast,Elements,Cosgrove,8.48,5.54,40,339.2,221.6,117.6,2018-Q1,2018
South,Jeffrey Alexander,Bremen,10.71,6.69,552,5911.92,3692.88,2219.04,2018-Q1,2018
South,Jeffrey Alexander,Lille,126,71.41,655,82530,46773.55,35756.45,2018-Q1,2018
Midwest,Jeffrey Alexander,Callie,15.79,9.61,1587,25058.73,15251.07,9807.66,2018-Q1,2018
Central,Elements,Brenton,10.35,6.57,702,7265.7,4612.14,2653.56,2018-Q1,2018
East coast,Jeffrey Alexander,Hayworth,7.75,4.81,872,6758,4194.32,2563.68,2018-Q1,2018
Northwest,Jeffrey Alexander,Tiffany,126,79.92,510,64260,40759.2,23500.8,2018-Q1,2018
West,Jeffrey Alexander,Sutton,12.27,6.89,234,2871.18,1612.26,1258.92,2018-Q1,2018
Central,Elements,Kingsport,2.28,1.46,721,1643.88,1052.66,591.22,2018-Q1,2018
South,Elements,Stanton,7.35,4.73,357,2623.95,1688.61,935.34,2018-Q1,2018
East coast,Jeffrey Alexander,Maybeck,9.75,5.57,927,9038.25,5163.39,3874.86,2018-Q1,2018
Central,Elements,Edgefield,14.79,8.87,838,12394.02,7433.06,4960.96,2018-Q1,2018
West,Jeffrey Alexander,Lille,8.85,5.02,146,1292.1,732.92,559.18,2018-Q1,2018
Central,Elements,Luxe,3.11,2.14,578,1797.58,1236.92,560.66,2018-Q1,2018
West,Jeffrey Alexander,Montclair,23.88,14.97,917,21897.96,13727.49,8170.47,2018-Q1,2018
West,Jeffrey Alexander,Modena,13.53,8.76,159,2151.27,1392.84,758.43,2018-Q1,2018
West,Elements,Arcadia,5.05,3.09,535,2701.75,1653.15,1048.6,2018-Q1,2018
South,Jeffrey Alexander,Bella,17.68,11.37,215,3801.2,2444.55,1356.65,2018-Q1,2018
East coast,Elements,Torino,2.85,1.98,867,2470.95,1716.66,754.29,2018-Q1,2018
East coast,Elements,Verona,7.93,4.78,230,1823.9,1099.4,724.5,2018-Q1,2018
East coast,Jeffrey Alexander,Valencia,8.65,5.5,978,8459.7,5379,3080.7,2018-Q1,2018
Northeast,Jeffrey Alexander,Bremen,126,70.86,53,6678,3755.58,2922.42,2018-Q1,2018
Central,Elements,Watervale,3.73,2.29,735,2741.55,1683.15,1058.4,2018-Q1,2018
Central,Elements,Brenton,9.45,6.03,124,1171.8,747.72,424.08,2018-Q1,2018
Central,Elements,Strickland,6.11,3.82,213,1301.43,813.66,487.77,2018-Q1,2018
Northeast,Jeffrey Alexander,Montclair,26.11,14.39,720,18799.2,10360.8,8438.4,2018-Q1,2018
Northwest,Elements,Kingsport,2.99,1.86,475,1420.25,883.5,536.75,2018-Q1,2018
Northeast,Jeffrey Alexander,Solana,16.28,10.38,324,5274.72,3363.12,1911.6,2018-Q1,2018
Northwest,Elements,Seaver,6.49,4.04,127,824.23,513.08,311.15,2018-Q1,2018
Central,Elements,Stanton,6.1,4.16,617,3763.7,2566.72,1196.98,2018-Q1,2018
East coast,Jeffrey Alexander,Durham,15.99,9.18,559,8938.41,5131.62,3806.79,2018-Q1,2018
West,Jeffrey Alexander,Tahoe,21.99,14.17,770,16932.3,10910.9,6021.4,2018-Q1,2018
West,Jeffrey Alexander,Amsden,9.31,5.91,480,4468.8,2836.8,1632,2018-Q1,2018
East coast,Elements,Naples,18.81,11.96,76,1429.56,908.96,520.6,2018-Q1,2018
Central,Elements,Gatsby,2.28,1.57,861,1963.08,1351.77,611.31,2018-Q1,2018
South,Jeffrey Alexander,Glenmore,10.6,6.63,257,2724.2,1703.91,1020.29,2018-Q1,2018
Central,Jeffrey Alexander,Belcastel,160,92.29,589,94240,54358.81,39881.19,2018-Q1,2018
Northwest,Elements,Gatsby,2.28,1.57,681,1552.68,1069.17,483.51,2018-Q1,2018
East coast,Jeffrey Alexander,Regency,11.39,6.53,488,5558.32,3186.64,2371.68,2018-Q1,2018
Central,Elements,Kenner,3.73,2.5,175,652.75,437.5,215.25,2018-Q1,2018
Northwest,Elements,Seaver,6.49,4.29,122,791.78,523.38,268.4,2018-Q1,2018
Central,Elements,Naples,7.93,5.26,255,2022.15,1341.3,680.85,2018-Q1,2018
East coast,Jeffrey Alexander,Breighton,29.11,17.33,511,14875.21,8855.63,6019.58,2018-Q1,2018
Northwest,Jeffrey Alexander,Bella,25.99,14.78,941,24456.59,13907.98,10548.61,2018-Q1,2018
Central,Elements,Syracuse,3.53,2.24,938,3311.14,2101.12,1210.02,2018-Q1,2018
East coast,Elements,Somerset,5.35,3.22,873,4670.55,2811.06,1859.49,2018-Q1,2018
Midwest,Jeffrey Alexander,Rae,126,74.23,1523,191898,113052.29,78845.71,2018-Q1,2018
Central,Elements,Glendale,5.98,3.65,657,3928.86,2398.05,1530.81,2018-Q1,2018
Northwest,Jeffrey Alexander,Chesapeake,126,70.62,475,59850,33544.5,26305.5,2018-Q1,2018
Midwest,Jeffrey Alexander,Bremen,5.33,2.98,985,5250.05,2935.3,2314.75,2018-Q1,2018
West,Jeffrey Alexander,Duval,21.99,12.73,589,12952.11,7497.97,5454.14,2018-Q1,2018
International,Elements,Kingsport,2.67,1.61,787,2101.29,1267.07,834.22,2018-Q1,2018
South,Jeffrey Alexander,Bella,14.99,8.6,501,7509.99,4308.6,3201.39,2018-Q1,2018
South,Elements,Gatsby,2.28,1.42,408,930.24,579.36,350.88,2018-Q1,2018
South,Jeffrey Alexander,Regan,7.25,4.36,16,116,69.76,46.24,2018-Q1,2018
Midwest,Elements,Torino,2.67,1.75,901,2405.67,1576.75,828.92,2018-Q1,2018
Central,Elements,Florence,6.83,4.73,465,3175.95,2199.45,976.5,2018-Q1,2018
Central,Elements,Asher,7.58,5.1,598,4532.84,3049.8,1483.04,2018-Q1,2018
East coast,Elements,Torino,2.52,1.7,506,1275.12,860.2,414.92,2018-Q1,2018
South,Jeffrey Alexander,Sonoma,12.86,7.66,169,2173.34,1294.54,878.8,2018-Q1,2018
Central,Elements,Arcadia,5.05,3.35,28,141.4,93.8,47.6,2018-Q1,2018
East coast,Jeffrey Alexander,Maybeck,22.92,13.19,570,13064.4,7518.3,5546.1,2018-Q1,2018
Central,Elements,Brenton,9.45,6.31,375,3543.75,2366.25,1177.5,2018-Q1,2018
East coast,Elements,Kingsport,2.99,1.85,320,956.8,592,364.8,2018-Q1,2018
International,Jeffrey Alexander,Durham,15.99,10.02,913,14598.87,9148.26,5450.61,2018-Q1,2018
South,Elements,Naples,10.4,7.25,276,2870.4,2001,869.4,2018-Q1,2018
East coast,Elements,Torino,5.25,3.32,815,4278.75,2705.8,1572.95,2018-Q1,2018
Central,Elements,Zachary,6.75,4.62,945,6378.75,4365.9,2012.85,2018-Q1,2018
West,Jeffrey Alexander,Durham,14.05,7.73,777,10916.85,6006.21,4910.64,2018-Q1,2018
Central,Jeffrey Alexander,Aberdeen,10.15,5.71,771,7825.65,4402.41,3423.24,2018-Q1,2018
West,Jeffrey Alexander,Lenoir,6.2,3.51,723,4482.6,2537.73,1944.87,2018-Q1,2018
Central,Elements,Lindos,12.98,8.46,456,5918.88,3857.76,2061.12,2018-Q1,2018
Central,Elements,Naples,5.99,3.79,917,5492.83,3475.43,2017.4,2018-Q1,2018
East coast,Jeffrey Alexander,Harlow,14.99,8.84,657,9848.43,5807.88,4040.55,2018-Q1,2018
Northwest,Jeffrey Alexander,Lafayette,14.99,9.37,955,14315.45,8948.35,5367.1,2018-Q1,2018
West,Jeffrey Alexander,Alvar,13.83,7.78,561,7758.63,4364.58,3394.05,2018-Q1,2018
